NO,MValue,SValue
1,-0.00,0.54
2,-0.00,0.59
3,-0.00,0.43
4,-0.00,0.58
5,-0.00,0.38
6,-0.00,0.36
7,-0.00,0.59
8,-0.00,0.34
9,-0.00,0.53
10,-0.00,0.43
11,-0.00,0.45
12,-0.00,0.48
13,-0.00,0.45
14,-0.00,0.24
15,-0.00,0.42
16,-0.00,0.54
17,-0.00,0.59
18,-0.00,0.46
19,-0.00,0.49
20,-0.00,0.48
21,-0.00,0.30
22,-0.00,0.30
23,-0.00,0.68
24,-0.00,0.43
25,-0.00,0.26
26,-0.00,0.50
27,-0.00,0.43
28,-0.00,0.58
29,-0.00,0.58
30,-0.00,0.31
31,-0.00,0.39
32,-0.00,0.33
33,-0.00,0.50
34,-0.00,0.24
35,-0.00,0.34
36,-0.00,0.47
37,-0.00,0.35
38,-0.00,0.37
39,-0.00,0.51
40,-0.00,0.43
41,-0.00,0.55
42,-0.00,0.47
43,-0.00,0.51
44,-0.00,0.44
45,-0.00,0.36
46,-0.00,0.69
47,-0.00,0.29
48,-0.00,0.28
49,-0.00,0.53
50,-0.00,0.46
51,-0.00,0.38
52,-0.00,0.55
53,-0.00,0.40
54,-0.00,0.40
55,-0.00,0.57
56,-0.00,0.35
57,-0.00,0.33
58,-0.00,0.58
59,-0.00,0.29
60,-0.00,0.37
61,-0.00,0.45
62,-0.00,0.30
63,-0.00,0.71
64,-0.00,0.51
65,-0.00,0.74
66,-0.00,0.49
67,-0.00,0.40
68,-0.00,0.42
69,-0.00,0.44
70,-0.00,0.46
71,-0.00,0.49
72,-0.00,0.45
73,-0.00,0.78
74,-0.00,0.58
75,-0.00,0.34
76,-0.00,0.31
77,-0.00,0.87
78,-0.00,0.38
79,-0.00,0.28
80,-0.00,0.85
81,-0.00,0.35
82,-0.00,0.44
83,-0.00,0.44
84,-0.00,0.44
85,-0.00,0.87
86,-0.00,0.20
87,-0.00,0.40
88,-0.00,0.50
89,-0.00,0.46
90,-0.00,0.57
91,-0.00,0.32
92,-0.00,0.40
93,-0.00,0.46
94,-0.00,0.37
95,-0.00,0.62
96,-0.00,0.60
97,-0.00,0.59
98,-0.00,0.59
99,-0.00,0.53
100,-0.00,0.67
101,-0.00,0.51
102,-0.00,0.25
103,-0.00,0.84
104,-0.00,0.41
105,-0.00,0.58
106,-0.00,0.49
107,-0.00,0.53
108,-0.00,0.58
109,-0.00,0.34
110,-0.00,0.55
111,-0.00,0.64
112,-0.00,0.49
113,-0.00,0.64
114,-0.00,0.65
115,-0.00,0.45
116,-0.00,0.48
117,-0.00,0.49
118,-0.00,0.35
119,-0.00,0.59
120,-0.00,0.41
121,-0.00,0.67
122,-0.00,0.54
123,-0.00,0.63
124,-0.00,0.40
125,-0.00,0.46
126,-0.00,0.33
127,-0.00,0.58
128,-0.00,0.56
129,-0.00,0.54
130,-0.00,0.36
131,-0.00,0.53
132,-0.00,0.59
133,-0.00,0.39
