NO,MValue,SValue
1,0.00,0.02
2,0.00,0.05
3,0.00,0.05
4,0.00,0.01
5,0.00,0.05
6,0.00,0.06
7,0.00,0.06
8,0.00,0.06
9,0.00,0.05
10,0.00,0.04
11,0.00,0.05
12,0.00,0.01
13,0.00,0.04
14,0.00,0.05
15,0.00,0.06
16,0.00,0.05
17,0.00,0.07
18,0.00,0.04
19,0.00,0.06
20,0.00,0.04
21,0.00,0.04
22,0.00,0.06
23,0.00,0.08
24,0.00,0.04
25,0.00,0.03
26,0.00,0.66
27,0.00,0.01
28,-0.00,0.09
29,-0.00,0.17
30,0.00,0.13
31,0.00,4.74
32,0.00,0.13
33,0.00,0.13
34,0.00,0.13
35,0.00,0.13
36,0.00,0.13
37,0.00,0.13
38,0.00,0.13
39,0.00,0.13
40,0.00,0.13
41,0.00,0.13
42,0.00,0.13
43,0.00,0.13
44,0.00,0.13
45,0.00,0.13
46,0.00,0.13
47,-0.00,0.13
48,-0.00,0.13
49,-0.00,0.13
50,-0.00,0.13
51,-0.00,0.13
52,0.00,0.13
53,0.00,0.13
54,0.00,0.13
55,0.00,0.13
56,0.00,0.13
57,0.00,0.13
58,0.00,0.13
59,0.00,0.13
60,0.00,0.13
61,0.00,0.13
62,0.00,0.13
63,0.00,0.13
64,0.00,0.13
65,0.00,0.13
66,0.00,0.13
67,0.00,0.13
68,0.00,0.13
69,0.00,0.13
70,0.00,0.13
71,0.00,0.13
72,0.00,0.13
73,0.00,0.13
74,0.00,0.13
75,0.00,0.13
76,0.00,0.13
77,0.00,0.13
78,0.00,0.13
79,0.00,0.13
80,0.00,0.13
81,0.00,0.13
82,0.00,0.13
83,0.00,0.13
84,0.00,0.13
85,0.00,0.13
86,0.00,0.13
87,0.00,0.13
88,0.00,0.13
89,0.00,0.13
90,0.00,0.13
91,0.00,0.13
92,0.00,0.13
93,0.00,0.13
94,0.00,0.13
95,0.00,0.13
96,0.00,0.13
97,0.00,0.13
98,0.00,0.13
99,0.00,0.13
100,0.00,0.13
101,0.00,0.13
102,0.00,0.13
103,0.00,0.13
104,0.00,0.13
105,0.00,0.13
106,0.00,0.13
107,0.00,0.13
108,0.00,0.13
109,0.00,0.13
110,0.00,0.13
111,0.00,0.13
112,0.00,0.13
113,0.00,0.13
114,0.00,0.13
115,0.00,0.13
116,0.00,0.13
117,0.00,0.13
118,0.00,0.13
119,0.00,0.13
120,0.00,0.13
121,0.00,0.13
122,0.00,0.13
123,0.00,0.13
124,0.00,0.13
125,0.00,0.13
126,0.00,0.13
127,0.00,0.13
128,0.00,0.13
129,0.00,0.13
130,0.00,0.13
131,0.00,0.13
132,0.00,0.13
133,0.00,0.13
134,0.00,0.13
135,0.00,0.13
136,0.00,0.13
137,0.00,0.13
138,0.00,0.13
139,0.00,0.13
140,0.00,0.13
141,0.00,0.13
142,0.00,0.13
143,0.00,0.13
144,0.00,0.13
145,0.00,0.13
146,0.00,0.13
147,0.00,0.13
148,0.00,0.13
149,0.00,0.13
150,0.00,0.13
151,0.00,0.13
152,0.00,0.13
153,0.00,0.13
154,0.00,0.13
155,0.00,0.13
156,0.00,0.13
157,0.00,0.13
158,0.00,0.13
159,0.00,0.13
160,0.00,0.13
161,0.00,0.13
162,0.00,0.13
163,0.00,0.13
164,0.00,0.13
165,0.00,0.13
166,0.00,0.13
167,0.00,0.13
168,0.00,0.13
169,0.00,0.13
170,0.00,0.13
171,0.00,0.13
172,0.00,0.13
173,0.00,0.13
174,0.00,0.13
175,0.00,0.13
176,0.00,0.13
177,0.00,0.13
178,0.00,0.13
179,0.00,0.13
180,0.00,0.13
181,0.00,0.13
182,0.00,0.13
183,0.00,0.13
184,0.00,0.13
185,0.00,0.13
186,0.00,0.13
187,0.00,0.13
188,0.00,0.13
189,0.00,0.13
190,0.00,0.13
191,0.00,0.13
192,0.00,0.13
193,0.00,0.13
194,0.00,0.13
195,0.00,0.13
196,0.00,0.13
197,0.00,0.13
198,0.00,0.13
199,0.00,0.13
200,0.00,0.13
201,0.00,0.13
202,0.00,0.13
203,0.00,0.13
204,0.00,0.13
205,0.00,0.13
206,0.00,0.13
207,0.00,0.13
208,0.00,0.13
209,0.00,0.13
210,0.00,0.13
211,0.00,0.13
212,0.00,0.13
213,0.00,0.13
214,0.00,0.13
215,0.00,0.13
216,0.00,0.13
217,0.00,0.13
218,0.00,0.13
219,0.00,0.13
220,0.00,0.13
221,0.00,0.13
222,0.00,0.13
223,0.00,0.13
224,0.00,0.13
225,0.00,0.13
226,0.00,0.13
227,0.00,0.13
228,0.00,0.13
229,0.00,0.13
230,0.00,0.13
231,0.00,0.13
232,0.00,0.13
233,0.00,0.13
234,0.00,0.13
235,0.00,0.13
236,0.00,0.13
237,0.00,0.13
238,0.00,0.13
239,0.00,0.13
240,0.00,0.13
241,0.00,0.13
242,0.00,0.13
243,0.00,0.13
244,0.00,0.13
245,0.00,0.13
246,0.00,0.13
247,0.00,0.13
248,0.00,0.13
249,0.00,0.13
250,0.00,0.13
251,0.00,0.13
252,0.00,0.13
253,0.00,0.13
254,0.00,0.13
255,0.00,0.13
256,0.00,0.13
257,0.00,0.13
258,0.00,0.13
259,0.00,0.13
260,0.00,0.13
261,0.00,0.13
262,0.00,0.13
263,0.00,0.13
264,0.00,0.13
265,0.00,0.13
266,0.00,0.13
267,0.00,0.13
268,0.00,0.13
269,0.00,0.13
270,0.00,0.05
271,0.00,0.05
272,0.00,0.05
273,0.00,0.05
274,0.00,0.05
275,0.00,0.05
276,0.00,0.05
277,0.00,0.05
278,0.00,0.05
279,0.00,0.05
280,0.00,0.74
281,0.00,0.74
282,0.00,0.74
283,0.00,0.74
284,0.00,0.74
285,0.00,0.74
286,0.00,0.74
287,0.00,0.74
288,0.00,0.74
289,0.00,0.74
290,0.00,0.74
291,0.00,0.74
292,0.00,0.74
