NO,MValue,SValue
1,-0.00,0.56
2,-0.00,0.35
3,-0.00,0.45
4,-0.00,0.40
5,-0.00,0.73
6,-0.00,0.76
7,-0.00,0.46
8,-0.00,0.37
9,-0.00,0.33
10,-0.00,0.99
11,-0.00,0.58
12,-0.00,0.41
13,-0.00,0.33
14,-0.00,0.76
15,-0.00,0.65
16,-0.00,0.41
17,-0.00,0.43
18,-0.00,0.33
19,-0.00,0.62
20,-0.00,0.54
21,-0.00,0.31
22,-0.00,0.72
23,-0.00,0.53
24,-0.00,0.36
25,-0.00,0.60
26,-0.00,0.75
27,-0.00,0.36
28,-0.00,0.39
29,-0.00,0.67
30,-0.00,0.28
31,-0.00,0.62
32,-0.00,0.33
33,-0.00,0.56
34,-0.00,0.28
35,-0.00,0.48
36,-0.00,0.50
37,-0.00,0.26
38,-0.00,0.64
39,-0.00,0.42
40,-0.00,0.59
41,-0.00,0.30
42,-0.00,0.20
43,-0.00,0.35
44,-0.00,0.33
45,-0.00,0.37
46,-0.00,0.32
47,-0.00,0.29
48,-0.00,0.27
49,-0.00,0.50
50,-0.00,0.49
51,-0.00,0.56
52,-0.00,0.40
53,-0.00,0.38
54,-0.00,0.70
55,-0.00,0.67
56,-0.00,0.36
57,-0.00,0.14
58,-0.00,0.56
59,-0.00,0.49
60,-0.00,0.33
61,-0.00,0.20
62,-0.00,0.64
63,-0.00,0.56
64,-0.00,0.27
65,-0.00,0.31
66,-0.00,0.85
67,-0.00,0.51
68,-0.00,0.35
69,-0.00,0.35
70,-0.00,0.63
71,-0.00,0.68
72,-0.00,0.61
73,-0.00,0.34
74,-0.00,0.32
75,-0.00,0.30
76,-0.00,0.73
77,-0.00,0.58
78,-0.00,0.47
79,-0.00,0.38
80,-0.00,0.47
81,-0.00,0.29
82,-0.00,0.23
83,-0.00,0.40
84,-0.00,0.33
85,-0.00,0.50
86,-0.00,0.53
87,-0.00,0.64
88,-0.00,0.65
89,-0.00,0.31
90,-0.00,0.32
91,-0.00,0.29
92,-0.00,0.84
93,-0.00,0.52
94,-0.00,0.39
95,-0.00,0.56
96,-0.00,0.52
97,-0.00,0.40
98,-0.00,0.69
99,-0.00,0.38
100,-0.00,0.45
101,-0.00,0.36
102,-0.00,0.64
103,-0.00,0.33
104,-0.00,0.48
105,-0.00,0.62
106,-0.00,0.49
107,-0.00,0.26
108,-0.00,0.41
109,-0.00,0.51
110,-0.00,0.69
111,-0.00,0.37
112,-0.00,0.65
113,-0.00,0.25
114,-0.00,0.38
115,-0.00,0.19
116,-0.00,0.48
117,-0.00,0.64
118,-0.00,0.60
119,-0.00,0.28
120,-0.00,0.46
121,-0.00,0.29
122,-0.00,0.71
123,-0.00,0.38
124,-0.00,0.34
125,-0.00,0.44
126,-0.00,0.40
127,-0.00,0.33
128,-0.00,0.28
129,-0.00,0.64
130,-0.00,0.37
131,-0.00,0.36
132,-0.00,0.27
133,-0.00,0.28
134,-0.00,0.56
135,-0.00,0.28
136,-0.00,0.29
137,-0.00,0.23
138,-0.00,0.21
139,-0.00,0.47
140,-0.00,0.23
141,-0.00,0.26
142,-0.00,0.28
143,-0.00,0.49
144,-0.00,0.23
145,-0.00,0.62
146,-0.00,0.41
147,-0.00,0.47
148,-0.00,0.25
149,-0.00,0.24
150,-0.00,0.36
151,-0.00,0.30
152,-0.00,0.23
153,-0.00,0.30
154,-0.00,0.33
155,-0.00,0.39
156,-0.00,0.29
157,-0.00,0.36
158,-0.00,0.50
159,-0.00,0.46
160,-0.00,0.62
161,-0.00,0.48
162,-0.00,0.68
163,-0.00,0.41
164,-0.00,0.37
165,-0.00,0.22
166,-0.00,0.32
167,-0.00,0.27
168,-0.00,0.41
169,-0.00,0.63
170,-0.00,0.46
171,-0.00,0.73
172,-0.00,0.75
173,-0.00,0.64
174,-0.00,0.53
175,-0.00,0.30
176,-0.00,0.40
177,-0.00,0.22
178,-0.00,0.66
179,-0.00,0.49
180,-0.00,0.69
181,-0.00,0.29
182,-0.00,0.36
183,-0.00,0.23
184,-0.00,0.64
185,-0.00,0.46
186,-0.00,0.70
187,-0.00,0.64
188,-0.00,0.40
189,-0.00,0.24
190,-0.00,0.36
191,-0.00,0.53
192,-0.00,0.48
193,-0.00,0.62
194,-0.00,0.40
195,-0.00,0.35
196,-0.00,0.31
197,-0.00,0.86
198,-0.00,0.76
199,-0.00,0.28
200,-0.00,0.48
201,-0.00,0.60
202,-0.00,0.25
203,-0.00,0.61
204,-0.00,0.38
205,-0.00,0.70
206,-0.00,0.36
207,-0.00,0.66
208,-0.00,0.64
209,-0.00,0.30
210,-0.00,0.55
211,-0.00,0.74
212,-0.00,0.62
213,-0.00,0.68
214,-0.00,0.71
215,-0.00,0.70
216,-0.00,0.58
217,-0.00,0.33
218,-0.00,0.39
219,-0.00,0.62
220,-0.00,0.39
221,-0.00,0.68
222,-0.00,0.31
223,-0.00,0.65
224,-0.00,0.31
